STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,Note,BodyClassId,BodyClass,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,TrailerBodyTypeId,TrailerBodyType,TrailerTypeConnectionId,TrailerTypeConnection,TrailerLengthFT,OtherTrailerInfo,AxlesCount,AxleConfigurationId,AxleConfiguration
39,Ohio,390701,2,1,3H3V532C*8T******,2021-09-08 15:00:29,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2008,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
39,Ohio,390721,2,1,1UYVS253*GG******,2021-09-08 15:00:29,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
39,Ohio,390753,2,1,1UYFS248*GA******,2021-09-08 15:00:29,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
39,Ohio,390765,1,1,1PT01AAJ*G9******,2021-09-08 15:00:30,0,6,TRAILER,3233,TRAILMOBILE (PULLMAN INCORPORATED),6072,TRAILMOBILE,15904,Trailmobile Trailer,2016,Optimum,,6,UNITED STATES (USA),ILLINOIS,CHARLESTON,,,61,Trailer,,,,,,,,,,Straight Frame,,3,Tandem
39,Ohio,390832,3,1,5Z5BS202*MS******,2021-09-08 15:00:30,0,6,TRAILER,17264,APPALACHIAN TRAILERS INC,7931,APPALACHIAN TRAILERS INC.,21200,Appalachian Trailers Inc.,2021,,,6,UNITED STATES (USA),OHIO,SALEM,,,61,Trailer,,,,,113,Skid Unit,14,Bumper Pull,20.000,Skid Steer,2,,
39,Ohio,390871,3,1,1GRAA062*GW******,2021-09-08 15:00:30,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
39,Ohio,390952,2,1,4A2LG262*K2******,2021-09-08 15:00:30,0,6,TRAILER,5943,"M.H. EBY, INC.",5684,"M.H. EBY, INC",14899,"M.H. EBY, INC",2019,,,6,UNITED STATES (USA),OHIO,WEST JEFFERSON,,,61,Trailer,,,,,13,Livestock Trailer,3,Gooseneck,26.000,Gooseneck/5th wheel trailer,2,,
39,Ohio,391036,1,1,1GR1A062*MW******,2021-09-08 15:00:30,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2021,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
39,Ohio,391036,2,1,5V8VC532*MM******,2021-09-08 15:00:30,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2021,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
39,Ohio,391036,3,1,3H3V532C*JR******,2021-09-08 15:00:30,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
39,Ohio,391053,1,1,1GRAA062*6T******,2021-09-08 15:00:31,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
39,Ohio,391075,1,1,1GRAP062*ET******,2021-09-08 15:00:31,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2014,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
39,Ohio,391092,1,1,1TTF5320*52******,2021-09-08 15:00:31,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2005,,,6,UNITED STATES (USA),KENTUCKY,MOUNT STERLING,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,Platform,2,,
39,Ohio,391146,2,1,1GRAA062*FB******,2021-09-08 15:00:31,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
41,Oregon,410007,2,1,1UYVS353*J2******,2021-09-08 15:00:31,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,3,,
41,Oregon,410018,2,1,1M9V4428*G1041***,2021-09-08 15:00:32,0,6,TRAILER,12507,INTERSTATE MANUFACTURING CO,5060,INTERSTATE MANUFACTURING,19667,V Bottom Trailer,2016,,,6,UNITED STATES (USA),IDAHO,RUPERT,,,61,Trailer,,,,,,,,,44.000,,2,,
41,Oregon,410020,1,1,1NNVF532*PM******,2021-09-08 15:00:32,0,6,TRAILER,15472,EVANS PRODUCTS COMPANY,6021,MONON,,,1993,,,6,UNITED STATES (USA),INDIANA,MONON,,Smooth Side FRP,,,,,,,101,Other,,,53.000,Dry Freight Van,2,3,Tandem
41,Oregon,410045,1,1,1T9SC503*2B656***,2021-09-08 15:00:32,0,6,TRAILER,2304,"TRINITY TRAILER MFG., INC.",3552,"TRINITY TRAILER MFG., INC.",7903,"TRINITY TRAILER MFG., INC.",2002,,,6,UNITED STATES (USA),IDAHO,BOISE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,50.000,Commodity Body,3,,
41,Oregon,410055,1,1,5DN12534*7B******,2021-09-08 15:00:32,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2007,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,61,Trailer,,,,,34,Chipper Trailer,4,Straight Semi/Semi Trailer,53.000,,4,,
41,Oregon,410088,2,1,4YDT2022*DG******,2021-09-08 15:00:32,0,6,TRAILER,2347,KEYSTONE RV,7615,KEYSTONE,20555,Keystone,2013,,,6,UNITED STATES (USA),OREGON,PENDLETON,902,Arbitrary Final Digit,61,Trailer,,,,,21,Travel Trailer,14,Bumper Pull,20.000,Recreational Vehicle,2,,
41,Oregon,410092,1,1,1JJV532D*LL******,2021-09-08 15:00:32,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
41,Oregon,410111,2,1,1PLE0483*6P******,2021-09-08 15:00:32,0,6,TRAILER,18041,PEERLESS CORPORATION,9288,PEERLESS,23523,Peerless,2006,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,34,Chipper Trailer,,,48.000,,3,,
41,Oregon,410117,1,1,4N11V292*60******,2021-09-08 15:00:33,0,6,TRAILER,11494,"NORTHWOOD MANUFACTURING, INC.",8202,NASH,21872,Northwood Investments Corporation,2006,,,6,UNITED STATES (USA),OREGON,LA GRANDE,,,61,Trailer,,,,,21,Travel Trailer,,,29.000,Standard Travel Trailer,2,,
41,Oregon,410119,2,1,1JJV532D*FL******,2021-09-08 15:00:33,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
41,Oregon,410149,2,1,1UYVS253*6U******,2021-09-08 15:00:33,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
41,Oregon,410158,1,1,1UYVS253*GU******,2021-09-08 15:00:33,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
41,Oregon,410213,2,1,1ZEAAYPU*HA******,2021-09-08 15:00:34,0,6,TRAILER,17411,"EZ LOADER ADJUSTABLE BOAT TRAILERS, INC.",9043,EZL MODEL,23207,EZL*\EZWL,2017,E-Z LOADER Trailers,,6,UNITED STATES (USA),WASHINGTON,SPOKANE,,"102"" Single Axle",61,Trailer,,,,,2,Boat Trailer,,,23.000,BUNK,1,,
41,Oregon,410295,2,1,1G9TAM00*FA008***,2021-09-08 15:00:34,0,6,TRAILER,9652,"GENERAL TRAILER COMPANY, INC.",8978,GENERAL TRAILER,23105,General Trailer,2015,,,6,UNITED STATES (USA),OREGON,SPRINGFIELD,,,61,Trailer,,,,,,,,,,Machine,3,,
41,Oregon,410368,4,1,4YDT1972*LX******,2021-09-08 15:00:34,0,6,TRAILER,2347,KEYSTONE RV,7615,KEYSTONE,20555,Keystone,2020,,,6,UNITED STATES (USA),OREGON,PENDLETON,921,Arbitrary Final Digit,61,Trailer,,,,,21,Travel Trailer,14,Bumper Pull,19.000,Recreational Vehicle,2,,
41,Oregon,410415,1,1,1UYVS253*K2******,2021-09-08 15:00:34,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
41,Oregon,410431,2,1,4YDF2942*LA******,2021-09-08 15:00:35,0,6,TRAILER,2347,KEYSTONE RV,7615,KEYSTONE,20555,Keystone,2020,,,6,UNITED STATES (USA),INDIANA,GOSHEN,17,Arbitrary Final Digit,61,Trailer,,,,,26,Fifth Wheel,5,Fifth Wheel,29.000,Recreational Vehicle,2,,
41,Oregon,410435,3,1,51W12262*J1******,2021-09-08 15:00:35,0,6,TRAILER,6409,OUTDOORS RV MNUFACTURING INC.,2412,OUTDOORS RV,6196,TimberRidge,2018,,,6,UNITED STATES (USA),OREGON,LAGRANDE,,,61,Trailer,,,,,21,Travel Trailer,1,Ball Type Pull,26.000,Pull Travel Trailer,2,,
42,Pennsylvania,420019,2,1,1GRAA561*5K******,2021-09-08 15:00:35,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
42,Pennsylvania,420044,1,1,1GRAA062*CT******,2021-09-08 15:00:35,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
42,Pennsylvania,420099,1,1,1UYVS248*8M******,2021-09-08 15:00:36,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2008,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
42,Pennsylvania,420108,2,1,3H3V532C*KT******,2021-09-08 15:00:36,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
42,Pennsylvania,420108,3,1,1DW1A532*JS******,2021-09-08 15:00:36,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2018,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420136,2,1,1C9BT162*H1193***,2021-09-08 15:00:36,0,6,TRAILER,15498,"CENTREVILLE TAG A LONG TRAILERS, INC",6047,CENTREVILLE TAG-A-LONG TRAILERS,15824,Tag-A-Longs,2017,TA612-4M,,6,UNITED STATES (USA),MARYLAND,CENTREVILLE,,ALL TRAILERS HAVE RECTANGULAR FLAT PLATFORMS,61,Trailer,,,,,101,Other,,,16.000,Small Tag-A-Long,2,,
42,Pennsylvania,420205,2,1,1JJV532W*6L******,2021-09-08 15:00:37,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
42,Pennsylvania,420246,2,1,1UYVS253*GP******,2021-09-08 15:00:37,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420263,2,1,1JJV532W*5L******,2021-09-08 15:00:37,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2005,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
42,Pennsylvania,420272,2,1,1JJV532D*HL******,2021-09-08 15:00:37,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
42,Pennsylvania,420314,1,1,4YMBU081*KV******,2021-09-08 15:00:37,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2019,,,6,UNITED STATES (USA),VIRGINIA,MONTROSS,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,8.000,,1,,
42,Pennsylvania,420359,1,1,1GRAA062*4T******,2021-09-08 15:00:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
42,Pennsylvania,420359,2,1,1UYVS253*EU******,2021-09-08 15:00:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420359,3,1,1DW1A532*9S******,2021-09-08 15:00:38,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2009,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420415,2,1,1UYVS253*FG******,2021-09-08 15:00:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420421,1,1,1JJV532W*3L******,2021-09-08 15:00:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2003,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
42,Pennsylvania,420426,1,1,5V8VC532*EM******,2021-09-08 15:00:38,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2014,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
42,Pennsylvania,420497,2,1,5JPBU232*HP******,2021-09-08 15:00:39,0,6,TRAILER,13101,"CAM SUPERLINE, INC.",1109,CAM SUPERLINE,4398,Cam Superline,2017,,,6,UNITED STATES (USA),PENNSYLVANIA,,,,61,Trailer,,,,,16,Utility Trailer,14,Bumper Pull,23.000,,2,,
42,Pennsylvania,420506,2,1,1UYVS253*L7******,2021-09-08 15:00:39,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420526,2,1,5V8VC532*JM******,2021-09-08 15:00:39,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2018,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
42,Pennsylvania,420528,1,1,1UYVS253*J6******,2021-09-08 15:00:39,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420543,2,1,1UYVS253*9U******,2021-09-08 15:00:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2009,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420572,2,1,1JJV532D*FL******,2021-09-08 15:00:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
42,Pennsylvania,420573,2,1,1GR1A062*MW******,2021-09-08 15:00:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2021,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
42,Pennsylvania,420590,2,1,1GRAP062*9T******,2021-09-08 15:00:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2009,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
42,Pennsylvania,420600,1,1,3H3V532C*VT******,2021-09-08 15:00:41,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,1997,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
42,Pennsylvania,420615,3,1,1GRAA062*DD******,2021-09-08 15:00:41,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
42,Pennsylvania,420623,1,1,1UYVS253*FM******,2021-09-08 15:00:41,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420623,2,1,5MADN343*BC******,2021-09-08 15:00:41,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2011,,,6,UNITED STATES (USA),OHIO,ALLIANCE,,Commerce Street,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,34.000,No Frame,3,,
42,Pennsylvania,420623,3,1,1UYVS253*J7******,2021-09-08 15:00:41,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
42,Pennsylvania,420623,6,1,1JJV532D*GL******,2021-09-08 15:00:42,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
42,Pennsylvania,420623,7,1,1TTF4520*52******,2021-09-08 15:00:42,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2005,,,6,UNITED STATES (USA),KENTUCKY,MOUNT STERLING,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,45.000,Platform,2,,
42,Pennsylvania,420623,9,1,1GRAA062*DW******,2021-09-08 15:00:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
42,Pennsylvania,420623,10,1,1GRAA062*DW******,2021-09-08 15:00:42,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
42,Pennsylvania,420623,11,1,3h3v532c*kr******,2021-09-08 15:00:43,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
42,Pennsylvania,420631,2,1,1gr1p062*ld******,2021-09-08 15:00:43,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,,,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
42,Pennsylvania,420637,1,1,3h3v532c*ht******,2021-09-08 15:00:43,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
42,Pennsylvania,420639,2,1,1JJV532B*DL******,2021-09-08 15:00:43,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2013,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
42,Pennsylvania,420639,3,1,3H3V532C*FT******,2021-09-08 15:00:43,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
42,Pennsylvania,420644,1,1,1UYVS253*J7******,2021-09-08 15:00:44,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
