STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,Note,BodyClassId,BodyClass,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,TrailerBodyTypeId,TrailerBodyType,TrailerTypeConnectionId,TrailerTypeConnection,TrailerLengthFT,OtherTrailerInfo,AxlesCount,AxleConfigurationId,AxleConfiguration
12,Florida,120245,2,1,1XNBU162*K1******,2021-09-08 14:58:52,0,6,TRAILER,15744,"TRIPLE CROWN TRAILERS, LLC",5454,"TRIPLE CROWN TRAILERS, INC",,,2019,,,6,UNITED STATES (USA),FLORIDA,OCALA,,,,,,,,,16,Utility Trailer,1,Ball Type Pull,16.000,,2,,
12,Florida,120268,2,1,1E1U2Y28*KR******,2021-09-08 14:58:52,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2019,,,,,OHIO,RANDOLPH,,,,,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,30,Other,48.000,Unloader Trailer,2,,
12,Florida,120277,2,1,1W9AC463*FP347***,2021-09-08 14:58:52,0,6,TRAILER,10331,WARREN EQUIPMENT INC.,8661,"WARREN EQUIPMENT, INC.",22712,"Warren Equipment, Inc.",2015,,,6,UNITED STATES (USA),FLORIDA,PLANT CITY,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,,Tri-Axle Dual Tires,,,
12,Florida,120293,4,1,4FVCCBBA*JU******,2021-09-08 14:58:52,0,6,TRAILER,1138,DOOSAN INFRACORE PORTABLE POWER,573,DOOSAN,3749,150 PSI,2018,Compressor,,6,UNITED STATES (USA),NORTH CAROLINA,STATESVILLE,,Overall Length: 13 FT,61,Trailer,,,,,,,,,,Portable Air Compressor,1,,
12,Florida,120297,2,1,1DW1A532*CS******,2021-09-08 14:58:53,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2012,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120316,2,1,5MAMN452*YC******,2021-09-08 14:58:53,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2000,,,6,UNITED STATES (USA),OHIO,ALLIANCE,,Commerce Street,61,Trailer,,,,,101,Other,,,45.000,No Frame,2,,
12,Florida,120318,2,1,1TTF4520*61******,2021-09-08 14:58:53,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2006,,,6,UNITED STATES (USA),ILLINOIS,ANNA,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,45.000,Platform,2,,
12,Florida,120344,2,1,1JJV532D*HL******,2021-09-08 14:58:53,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,120378,2,1,3H3V532C*KR******,2021-09-08 14:58:53,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120494,2,1,3H3V532C*KT******,2021-09-08 14:58:54,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120497,1,1,7F81E142*KD******,2021-09-08 14:58:54,0,6,TRAILER,14275,EMPIRE CARGO TRAILERS,4812,EMPIRE CARGO TRAILERS,10599,Empire Cargo Trailers,2019,,,6,UNITED STATES (USA),GEORGIA,DOUGLAS,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,14.000,,2,,
12,Florida,120508,2,1,1UYVS253*CM******,2021-09-08 14:58:54,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120527,1,1,1UYVS253*7U******,2021-09-08 14:58:54,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120562,2,1,1GRAA561*4S******,2021-09-08 14:58:54,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
12,Florida,120618,1,1,1GRAA062*7B******,2021-09-08 14:58:55,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120645,2,1,1W9AC463*4P347***,2021-09-08 14:58:55,0,6,TRAILER,10331,WARREN EQUIPMENT INC.,8661,"WARREN EQUIPMENT, INC.",22712,"Warren Equipment, Inc.",2004,,,6,UNITED STATES (USA),FLORIDA,PLANT CITY,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,,Tri-Axle Dual Tires,,,
12,Florida,120648,1,1,1GRAA062*GE******,2021-09-08 14:58:55,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,120696,1,1,3H3V532C*JR******,2021-09-08 14:58:55,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120723,3,1,1UYVS236*J6******,2021-09-08 14:58:55,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,36.000,,2,,
12,Florida,120771,2,1,13N1532C*J1******,2021-09-08 14:58:55,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2018,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,Optional Features: Sliding Suspension,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,53.000,,2,,
12,Florida,120772,1,1,3H3V482C*JR******,2021-09-08 14:58:55,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,48.000,Material: Aluminum/Steel,2,,
12,Florida,120798,2,1,LJRC5426*G1******,2021-09-08 14:58:56,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2016,,,8,CHINA,,SHENZHEN,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,54.000,,2,,
12,Florida,120811,2,1,13NE5130*93******,2021-09-08 14:58:56,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2009,,,6,UNITED STATES (USA),ALABAMA,SPRINGVILLE,,Optional Features: None,61,Trailer,,,,,,,,,51.000,"Body Type: Heavy Hauler, Narrow Hydraulic Removable Gooseneck, DBL Drop",3,,
12,Florida,120867,4,1,1GRAA062*DE******,2021-09-08 14:58:56,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,120879,1,1,1GRAA062*XS******,2021-09-08 14:58:56,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1999,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120879,3,1,1LH435VH*81******,2021-09-08 14:58:56,0,6,TRAILER,3729,"LANDOLL COMPANY, LLC",2123,LANDOLL CORPORATION,5894,Landoll Corporation,2008,Model 435B,,6,UNITED STATES (USA),KANSAS,MARYSVILLE,Landoll Corporation,Axle Type: dual wheels,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,5,Fifth Wheel,,"Trailer Length (feet): 50, 51",2,,
12,Florida,120963,1,1,1UYVS253*J6******,2021-09-08 14:58:57,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120980,2,1,1DW1A532*5S******,2021-09-08 14:58:57,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2005,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121007,1,1,3H3V532C*LR******,2021-09-08 14:58:57,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,121027,3,1,50ZBE123*LN******,2021-09-08 14:58:57,0,6,TRAILER,19448,QUALITY CARGO TRAILERS LLC,10185,"QUALITY CARGO, LLC",26504,"Quality Cargo, LLC",2020,,,6,UNITED STATES (USA),GEORGIA,NASHVILLE,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,12.000,,3,,
12,Florida,121053,2,1,1E1F9U28*WR******,2021-09-08 14:58:57,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,1998,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,,,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,40.000,Frameless Trailer,2,,
12,Florida,121103,2,1,1PMA2442*55******,2021-09-08 14:58:57,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2005,,,6,UNITED STATES (USA),MISSOURI,SPRINGFIELD,,,61,Trailer,,,,,15,Tank Trailer,30,Other,44.000,Vessel Code: DOT 406,2,,
12,Florida,121118,1,1,1GRDM902*WM******,2021-09-08 14:58:57,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1998,,,6,UNITED STATES (USA),TENNESSEE,MEMPHIS,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,45.000,Body Type = Straight Deck/ Extendable,2,,
12,Florida,121160,2,1,1A9CD452*2A585***,2021-09-08 14:58:58,0,6,TRAILER,9793,AGRIFLEET LEASING CORPORATION,1243,AGRIFLEET LEASING CORPORATION,4569,AgriFleet Leasing Corporation,2002,,,6,UNITED STATES (USA),FLORIDA,AUBURNDALE,,,,,,,,,,,,,45.000,Trailer Type: Cane,2,,
12,Florida,121163,2,1,1GRAA062*DE******,2021-09-08 14:58:58,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,121217,2,1,1UYVS248*J6******,2021-09-08 14:58:58,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
12,Florida,121218,2,1,1WC200L2*X3******,2021-09-08 14:58:58,0,6,TRAILER,16014,"UNIVERSAL TRAILER CARGO GROUP, INC.",6062,WELLS CARGO,15857,Wells Cargo Trailer,1999,,,6,UNITED STATES (USA),GEORGIA,,,,61,Trailer,,,,,5,Enclosed Trailer,,,,24 to less than 26 ft,2,,
12,Florida,121236,1,1,1UYVS253*J6******,2021-09-08 14:58:58,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121312,2,1,1GRAA062*5J******,2021-09-08 14:58:58,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,121326,5,1,1UYTS248*VA******,2021-09-08 14:58:59,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,1997,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Body Type: Tautliner,2,,
12,Florida,121343,2,1,1GR4M962*LH******,2021-09-08 14:58:59,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),TENNESSEE,HUNTSVILLE,,,,,,,,,,,6,Kingpin,48.000,Semitrailer - platform,2,,
12,Florida,121349,2,1,3H3V532C*GT******,2021-09-08 14:58:59,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2016,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,121379,2,1,3H3V532C*JT******,2021-09-08 14:58:59,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,121412,2,1,1JJV532D*KL******,2021-09-08 14:58:59,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
